docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-P-B-0000000200,Stille wateren," assistent was geweest , een",duit in het zakje," deed . ' Tenzij de",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.149.s.2.w.24 p.149.s.2.w.25 p.149.s.2.w.26 p.149.s.2.w.27,"   ","   "
WR-P-P-B-0000000200,Stille wateren," , deed Bülent ook een",duit in het zakje," : ' Pappa heeft heel",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.661.s.1.w.13 p.661.s.1.w.14 p.661.s.1.w.15 p.661.s.1.w.16,"   ","   "
WR-P-P-B-0000000063,Ondergang De vervolging en verdelging van het Nederlandse jodendom 1940-1945," Rauter die maand ook zijn",duit in het zakje," doen ; hij nam de",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.308.s.2.w.13 p.308.s.2.w.14 p.308.s.2.w.15 p.308.s.2.w.16,"   ","   "
WR-P-P-B-0000000063,Ondergang De vervolging en verdelging van het Nederlandse jodendom 1940-1945," . Ook anderen doen een",duit in het zakje," : zo Fräulein Slottke ,",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.941.s.7.w.5 p.941.s.7.w.6 p.941.s.7.w.7 p.941.s.7.w.8,"   ","   "
WR-P-P-B-0000000063,Ondergang De vervolging en verdelging van het Nederlandse jodendom 1940-1945," de laatstgenoemde keurtroep ook een",duit in het zakje," doet . Dat gebeurt in",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.943.s.1.w.36 p.943.s.1.w.37 p.943.s.1.w.38 p.943.s.1.w.39,"   ","   "
WR-P-P-B-0000000006,Unspecified," . Josephine deed ook een",duit in het zakje," , maar maakte de situatie",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.124.s.1.w.5 p.124.s.1.w.6 p.124.s.1.w.7 p.124.s.1.w.8,"   ","   "
WR-P-P-B-0000000215,De museummoorden," Brigadier Commerçon probeerde ook een",duit in het zakje," te doen . ' Toch",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1846.s.1.w.6 p.1846.s.1.w.7 p.1846.s.1.w.8 p.1846.s.1.w.9,"   ","   "
WR-P-P-B-0000000007,Unspecified," ' Bennett deed weer een",duit in het zakje," . ' Wacht eens ,",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2445.s.1.w.5 p.2445.s.1.w.6 p.2445.s.1.w.7 p.2445.s.1.w.8,"   ","   "
WR-P-P-B-0000000234,"Macho's, moederskindjes, meesterminnaars?"," buurvrouw wil vanmiddag graag een",duit in het zakje," doen . ' Italiaanse mannen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.343.s.6.w.8 p.343.s.6.w.9 p.343.s.6.w.10 p.343.s.6.w.11,"   ","   "
WR-P-P-B-0000000210,Lois onderweg," voelde de behoefte om een",duit in het zakje," te doen , toen ik",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.55.s.1.w.12 p.55.s.1.w.13 p.55.s.1.w.14 p.55.s.1.w.15,"   ","   "
WR-P-E-L-0000000553,Unspecified," Dan doe ik ook een",duit in het zakje," . Nou schokkend nieuws ,",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.3338.s.2.w.6 text.1.event.3338.s.2.w.7 text.1.event.3338.s.2.w.8 text.1.event.3338.s.2.w.9,"   ","   "
WR-P-P-B-0000000201,Versteend," ' Çöktin deed ook een",duit in het zakje," : ' En verder moeten",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.982.s.1.w.5 p.982.s.1.w.6 p.982.s.1.w.7 p.982.s.1.w.8,"   ","   "
WR-P-P-B-0000000150,Mr. Commitment," , ' deed Charlie een",duit in het zakje," . ' Onze taak is",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.369.s.1.w.15 p.369.s.1.w.16 p.369.s.1.w.17 p.369.s.1.w.18,"   ","   "
WR-P-E-L-0000000554,Unspecified," en jij doet ook een",duit in het zakje," @hantenbroeke heb je al een",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.2794.s.1.w.7 text.1.event.2794.s.1.w.8 text.1.event.2794.s.1.w.9 text.1.event.2794.s.1.w.10,"   ","   "
WR-P-E-L-0000000107,Unspecified," Doe ik zelf ook een",duit in het zakje," #ificouldiwouldbringback treinen die optijd met",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.4920.s.1.w.16 text.1.event.4920.s.1.w.17 text.1.event.4920.s.1.w.18 text.1.event.4920.s.1.w.19,"   ","   "
WR-P-E-L-0000000107,Unspecified," #Fidel Castro doet ook een",duit in het zakje," http://tinyurl.com/69evjz3 meneer Leers laat je",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.5552.s.1.w.8 text.1.event.5552.s.1.w.9 text.1.event.5552.s.1.w.10 text.1.event.5552.s.1.w.11,"   ","   "
WR-P-E-L-0000000380,Unspecified," 29 / 7 ook een",duit in het zakje," doen . @VinzzentNL Goedemorgen Vin",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.429.s.2.w.15 text.1.event.429.s.2.w.16 text.1.event.429.s.2.w.17 text.1.event.429.s.2.w.18,"   ","   "
WR-P-E-L-0000000234,Unspecified," De #consumentenbond doet ook een",duit in het zakje," . Over slechte klantenservice gesproken",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.1954.s.1.w.6 text.1.event.1954.s.1.w.7 text.1.event.1954.s.1.w.8 text.1.event.1954.s.1.w.9,"   ","   "
WR-P-E-L-0000000403,Unspecified," maar ? Ook ff een",duit in het zakje," doen : ' een nieuwe",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.1235.s.1.w.4 text.1.event.1235.s.1.w.5 text.1.event.1235.s.1.w.6 text.1.event.1235.s.1.w.7,"   ","   "
WR-P-E-L-0000000373,Unspecified," Onze rasoptimist doet ook een",duit in 't zakje," . @Mirtt Hahaha oké dat",duit in 't zak,"SPEC(vreemd) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",SPEC VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.73.s.1.w.7 text.1.event.73.s.1.w.8 text.1.event.73.s.1.w.9 text.1.event.73.s.1.w.10,"   ","   "
WR-P-E-L-0000000571,Unspecified," http://t.co/9vLc4E8Z Hierbij nog een extra",duit in het zakje," :-) Dagelijks 250 miljoen nieuwe",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.70.s.1.w.5 text.1.event.70.s.1.w.6 text.1.event.70.s.1.w.7 text.1.event.70.s.1.w.8,"   ","   "
WR-P-E-L-0000000585,Unspecified," @BPAraadslid @syama Doe ik ook",duit in t zakje," .. ik at champignons in",duit in t zak,"N(soort,ev,basis,zijd,stan) VZ(init) SPEC(afk) N(soort,ev,dim,onz,stan)",N VZ SPEC N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.4283.s.1.w.7 text.1.event.4283.s.1.w.8 text.1.event.4283.s.1.w.9 text.1.event.4283.s.1.w.10,"   ","   "
WR-P-E-L-0000100852,Unspecified," heilige #Dafalgan doet ook z'n",duit in het zakje," :-) #vliegmetmemeenaarderegenboog #qparty #Waregem goed",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.325.s.4.w.8 text.1.event.325.s.4.w.9 text.1.event.325.s.4.w.10 text.1.event.325.s.4.w.11,"   ","   "
WR-P-E-L-0000000412,Unspecified," @noompje @dmace Ik doe 1",duit in het zakje," : "" Ik heb wat",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.13.s.1.w.6 text.1.event.13.s.1.w.7 text.1.event.13.s.1.w.8 text.1.event.13.s.1.w.9,"   ","   "
WR-P-E-L-0000000415,Unspecified," @DanielleHermans Moet ik nog een",duit in een zakje," doen . Graag hoor .",duit in een zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(onbep,stan,agr) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.2445.s.2.w.6 text.1.event.2445.s.2.w.7 text.1.event.2445.s.2.w.8 text.1.event.2445.s.2.w.9,"   ","   "
WR-P-E-L-0000000520,Unspecified," jullie ook nog even een",duit in het zakje," ? @mblaeij Ik weet het",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.3590.s.1.w.9 text.1.event.3590.s.1.w.10 text.1.event.3590.s.1.w.11 text.1.event.3590.s.1.w.12,"   ","   "
WR-P-P-G-0000554857,No title available.," ook sponsor Globe deed zijn",duit in het zakje," . ( KRG ) ",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.5.w.18 p.2.s.5.w.19 p.2.s.5.w.20 p.2.s.5.w.21,"   ","   "
WR-P-P-G-0000702998,Bewaakte parking voor vrachtwagens op E40," bede steden - om hun",duit in het zakje," te doen . "" """,duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.26 p.2.s.2.w.27 p.2.s.2.w.28 p.2.s.2.w.29,"   ","   "
WR-P-P-G-0000490640,Eerst steen voor nieuwe jeuglokalen in Zeebos," Ook Toerisme Vlaanderen doet een",duit in het zakje," , omdat de lokalen in",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.7.w.6 p.4.s.7.w.7 p.4.s.7.w.8 p.4.s.7.w.9,"   ","   "
WR-P-P-G-0000659912,"""We blijven het proberen"," De overige renners deden hun",duit in het zakje," en zo konden we het",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.4.w.6 p.2.s.4.w.7 p.2.s.4.w.8 p.2.s.4.w.9,"   ","   "
WR-P-P-G-0000708156,Lennik wint gemakkelijk in Averbode," . Ook Ogurcak deed zijn",duit in het zakje," . Haasrode probeerde het met",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.23.s.4.w.5 p.23.s.4.w.6 p.23.s.4.w.7 p.23.s.4.w.8,"   ","   "
WR-P-P-G-0000349569,«Hopelijk spelen we weer op een hoog niveau»," wel . Ik hoop mijn",duit in het zakje," te kunnen doen en hoop",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.6.w.4 p.4.s.6.w.5 p.4.s.6.w.6 p.4.s.6.w.7,"   ","   "
WR-P-P-G-0000490955,Eric Poole moet Okapi onder de korf sterker maken," jongens Plisnic en Ovcina hun",duit in het zakje," deden , was ons liedje",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.4.w.10 p.5.s.4.w.11 p.5.s.4.w.12 p.5.s.4.w.13,"   ","   "
WR-P-P-G-0000420236,«Ik wou sowieso eens een lange wandeltocht doen»," op een alternatieve manier mijn",duit in het zakje," doen De keuze voor vzw",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.6.w.11 p.5.s.6.w.12 p.5.s.6.w.13 p.5.s.6.w.14,"   ","   "
WR-P-P-G-0000372287,«Stabiliteit is de motor van ons succes»," binnen mijn bestuur doet zijn",duit in het zakje," . Er wordt schitterend werk",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.4.w.7 p.5.s.4.w.8 p.5.s.4.w.9 p.5.s.4.w.10,"   ","   "
WR-P-P-G-0000267099,Brandweer Berlaar overweegt opleiding voor jeugdbewegingen," ( CD&V ) wil zijn",duit in het zakje," doen : "" Om hen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.1.w.15 p.6.s.1.w.16 p.6.s.1.w.17 p.6.s.1.w.18,"   ","   "
WR-P-P-G-0000454626,Stad huldigt deelnemers bebloemingswedstrijd," Ook de stad deed een",duit in het zakje," door het stadhuis zo prachtig",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.5.w.6 p.2.s.5.w.7 p.2.s.5.w.8 p.2.s.5.w.9,"   ","   "
WR-P-P-G-0000340298,Leerlingen Sint-Jozefscollege genieten van festival in school," we dan ook zelf onze",duit in het zakje," gedaan . Nu goed ,",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.8.w.10 p.4.s.8.w.11 p.4.s.8.w.12 p.4.s.8.w.13,"   ","   "
WR-P-P-G-0000127173,'Daar wonen alleen maar Joden'," van bestuurlijk Frankrijk deed zijn",duit in het zakje," . "" Tot nu toe",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.2.w.23 p.6.s.2.w.24 p.6.s.2.w.25 p.6.s.2.w.26,"   ","   "
WR-P-P-G-0000080782,Suriname komt eerst," inlichtingendienst BVD deed ook een",duit in het zakje," . De verwijten waren allemaal",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.9.w.8 p.1.s.9.w.9 p.1.s.9.w.10 p.1.s.9.w.11,"   ","   "
WR-P-P-G-0000139224,Grote jongens nemen Dow op sleeptouw," ter wereld , deed een",duit in het zakje," . Het bedrijf hield haar",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.2.w.16 p.1.s.2.w.17 p.1.s.2.w.18 p.1.s.2.w.19,"   ","   "
WR-P-P-G-0000598946,"""Fraai resultaat is wel mooi meegenomen"," zal ik heus wel mijn",duit in het zakje," doen . In wat verschilt",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.5.w.12 p.5.s.5.w.13 p.5.s.5.w.14 p.5.s.5.w.15,"   ","   "
WR-P-P-G-0000114919,Duncan Smith daagt opponenten uit," buiten het Lagerhuis die een",duit in het zakje," deden . Zo was Sir",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.8.s.1.w.11 p.8.s.1.w.12 p.8.s.1.w.13 p.8.s.1.w.14,"   ","   "
WR-P-E-C-0000017770,Wim Wouters (stil) terug bij de Bumpershow," Nieuws ' deed de spreekwoordelijke",duit in het zakje," . ALS PRODUCER AAN DE",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.7.w.10 p.2.s.7.w.11 p.2.s.7.w.12 p.2.s.7.w.13,"   ","   "
WR-P-E-C-0000008230,Medianieuws uit de woensdagse kranten," over buitenlandse sterren die hun",duit in het zakje," doen . Wordt verder aangevuld",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.89.w.20 p.5.s.89.w.21 p.5.s.89.w.22 p.5.s.89.w.23,"   ","   "
WR-P-E-C-0000014048,Mooi rapport voor VIJFtv op maandag," in de vooravond al een",duit in het zakje," . Met 117.000 kijkers ,",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.4.w.16 p.1.s.4.w.17 p.1.s.4.w.18 p.1.s.4.w.19,"   ","   "
WR-P-E-A-0006057266,Ouders aanspreken!," is dat alle ouders een",duit in het zakje," doen qua halen en brengen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.1.w.16 p.1.s.1.w.17 p.1.s.1.w.18 p.1.s.1.w.19,"   ","   "
WR-P-E-C-0000001744,100%NL tijdens Radiodag 2007," . Zij doen hun Engelse",duit in het zakje," met faits divers over radio",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.5 p.2.s.2.w.6 p.2.s.2.w.7 p.2.s.2.w.8,"   ","   "
WR-P-E-A-0000381266,Der Untergang...," zal ook maar eens mijn",duit in het zakje," doen ( over Hitler )",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.1.w.7 p.1.s.1.w.8 p.1.s.1.w.9 p.1.s.1.w.10,"   ","   "
WR-P-E-C-0000010502,Music for Life: de eerste tussenstand," zoals de voorgaande jaren zijn",duit in het zakje," en schonk 300.000 euro aan",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.2.w.11 p.1.s.2.w.12 p.1.s.2.w.13 p.1.s.2.w.14,"   ","   "
WR-P-E-C-0000017629,Music for Life: editie nummertje 2," Behalve de luisteraars die hun",duit in het zakje," deden , kwamen ook heel",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.9.w.6 p.1.s.9.w.7 p.1.s.9.w.8 p.1.s.9.w.9,"   ","   "
WR-P-E-C-0000002924,Breda: spetterende start in het Glazen Huis," In ruil voor een flinke",duit in de zak," genoten relatief onbekende bands van",duit in de zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.3.w.6 p.4.s.3.w.7 p.4.s.3.w.8 p.4.s.3.w.9,"   ","   "
WR-P-E-C-0000007513,Mortsel is 'zes sterren stad'!," sterren op én een extra",duit in het zakje," voor de actie Tsunami 12",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.5.w.11 p.1.s.5.w.12 p.1.s.5.w.13 p.1.s.5.w.14,"   ","   "
WR-P-E-C-0000005790,Bourgeois redt Amerikaans-Vlaamse krant," Nu ook minister Bourgeois zijn",duit in het zakje," doet , kan de krant",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.1.w.6 p.5.s.1.w.7 p.5.s.1.w.8 p.5.s.1.w.9,"   ","   "
WR-P-E-C-0000006338,Eindejaarskadotip: Het Lekkere Lijvenboek," luisteraars van Donna deden hun",duit in het zakje," en stelden vragen waar zij",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.11.w.7 p.1.s.11.w.8 p.1.s.11.w.9 p.1.s.11.w.10,"   ","   "
WR-P-E-C-0000004615,Breda: spetterende start in het Glazen Huis," In ruil voor een flinke",duit in de zak," genoten relatief onbekende bands van",duit in de zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.3.w.6 p.4.s.3.w.7 p.4.s.3.w.8 p.4.s.3.w.9,"   ","   "
WR-P-E-C-0000006708,VIJFtv: De tol van de roem: Prinsessen van Monaco," Maar ook Caroline doet haar",duit in het zakje," . Na de dood van",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.7.w.27 p.1.s.7.w.28 p.1.s.7.w.29 p.1.s.7.w.30,"   ","   "
WR-P-E-C-0000007097,VRT verkeersredactie: kwarteeuw in de file," ook de weggebruikers doen hun",duit in het zakje," via Touring Mobilis . Een",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.15.w.14 p.1.s.15.w.15 p.1.s.15.w.16 p.1.s.15.w.17,"   ","   "
WR-P-E-J-0000067409,Viola Holt," Maandagmiddag Magazine en het radioprogramma",Duit in de Zak," te presenteren . Eind jaren",Duit in de zak,"SPEC(deeleigen) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",SPEC VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.5.w.20 p.2.s.5.w.21 p.2.s.5.w.22 p.2.s.5.w.23,"   ","   "
WR-P-E-J-0000032015,Lijst van uitdrukkingen en gezegden A-E," je macht hebben duit Een",duit in het zakje," doen . : Een kleine",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.78.w.8 p.1.s.78.w.9 p.1.s.78.w.10 p.1.s.78.w.11,"   ","   "
WR-P-E-L-0000000505,Unspecified," Collega W ook nog een",duit in het zakje," doen ... @robwilbrink Obama @remyverhoeven",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.2285.s.2.w.9 text.1.event.2285.s.2.w.10 text.1.event.2285.s.2.w.11 text.1.event.2285.s.2.w.12,"   ","   "
WR-P-E-L-0000000051,Unspecified," lol , @jaapdenouden doet een",duit in het zakje," van het debat over de",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",text.1.event.2029.s.1.w.8 text.1.event.2029.s.1.w.9 text.1.event.2029.s.1.w.10 text.1.event.2029.s.1.w.11,"   ","   "
